;;;;;;
;;;;;;
;;;;;;
;;;;;;
EAN;Titolo;Autore;Editore;Genere (livello 1);Data di Uscita;NazionalitÖ dell'autore
9790041820712;Corso facile di solfeggio;Ettore Pozzoli;RICORDI LEGGERA;NON FICTION GENERALI;22/09/2017;
9788804671473;Notti bianche;Dostoevskij Fâdor;MONDADORI;FICTION;21/11/2016;STRANIERO
9788822609885;Dragon Ball Super. Vol. 4;Toriyama Akira;STAR COMICS;FICTION;24/04/2018;STRANIERO
9788809909410;Il trenino della pipç. Ciuf ciuf! Bing;AA.VV.;GIUNTI EDITORE;BAMBINI/RAGAZZI;11/05/2021;
9788845281471;Gli indifferenti;Moravia Alberto;BOMPIANI;FICTION;31/03/2016;ITALIANO
9788834921050;Mio marito dorme nel freezer;Yazuki Misaki;EDIZIONI BD;FICTION;29/09/2023;
9788868339449;Vecchi bambini perduti nel bosco;Atwood Margaret;PONTE ALLE GRAZIE;FICTION;03/10/2023;STRANIERO
9788859033806;A scuola con Pitti. Con La linea del 20. Per la Scuola elementare. Vol. 1;Bortolato Camillo;ERICKSON;UNKNOWN;24/03/2023;
9788869187803;Il GGG;Dahl Roald;SALANI;BAMBINI/RAGAZZI;24/11/2016;
9788855639583;Salviamo il nostro pianeta! Coloro & imparo;AA.VV.;EDIBIMBI;BAMBINI/RAGAZZI;28/10/2022;
9788899880958;Coloriamo le principesse;Giustiniani Elisa;ELISEDIZIONI;BAMBINI/RAGAZZI;01/01/2023;
9788817065351;L'altra veritÖ. Diario di una diversa;Merini Alda;RIZZOLI;NON FICTION GENERALI;07/03/2007;
9788858038635;Cucina Botanica. Vegetale, facile, veloce;Perego Carlotta;GRIBAUDO;NON FICTION VARIE;11/11/2021;
9788850226719;La psichiatra;Dorn Wulf;TEA;FICTION;22/09/2011;STRANIERO
9788892142190;Introduzione all'economia aziendale. Il sistema delle operazioni e le condizioni di equilibrio aziendale;AA.VV.;GIAPPICHELLI;NON FICTION GENERALI;18/10/2021;
9788847229327;Il piccolo Raffaello. Vocabolario di italiano;AA.VV.;RAFFAELLO;BAMBINI/RAGAZZI;01/01/2018;
9788817175494;La donna che rise di Dio. E altre storie della Bibbia;Mercadini Roberto;RIZZOLI;FICTION;06/06/2023;ITALIANO
9788858025987;Microbiota. L'amico invisibile per il tuo benessere a tutte le etÖ;AA.VV.;GRIBAUDO;NON FICTION VARIE;16/01/2020;
9788806247614;Questo immenso non sapere. Conversazioni con alberi, animali e il cuore umano;Candiani Chandra Livia;EINAUDI;NON FICTION GENERALI;31/08/2021;
9788828761396;Jujutsu Kaisen. Sorcery Fight.  Vol. 7Principio di ubbidienza.  Vol. 7;Akutami Gege;PANINI COMICS;FICTION;22/07/2021;STRANIERO
9788859282853;Barcellona;Noble Isabella;LONELY PLANET ITALIA;NON FICTION VARIE;21/04/2023;
9788850258994;La casa delle voci;Carrisi Donato;TEA;FICTION;14/06/2022;ITALIANO
9788836641109;Manuale di storia del design;Dardi Domitilla;SILVANA;NON FICTION GENERALI;19/09/2019;
9788856689914;La stratopica storia d'Italia;Stilton Geronimo;PIEMME;BAMBINI/RAGAZZI;29/08/2023;
9788804702498;Elmer, l'elefante variopinto;McKee David;MONDADORI;BAMBINI/RAGAZZI;11/09/2018;
9788828765646;Jujutsu Kaisen. Sorcery Fight. Vol. 12. L'incidente di Shibuya. Seduta spiritica;Akutami Gege;PANINI COMICS;FICTION;10/02/2022;STRANIERO
9788858023457;Il mostro dei colori va a scuola;Llenas Anna;GRIBAUDO;BAMBINI/RAGAZZI;07/03/2019;
9788836242795;Colapesce;La Capria Raffaele;GALLUCCI;BAMBINI/RAGAZZI;11/11/2021;
9788858333013;Il vocabolario della lingua latina. Latino-italiano, italiano-latino-Guida all'uso;Castiglioni Luigi;LOESCHER;NON FICTION GENERALI;20/05/2019;
9788891654694;La patente di guida A, B, BE. Teoria e simulazioni dei quiz d'esame. Edizione 2022;Sangalli Roberto;MAGGIOLI EDITORE;NON FICTION VARIE;30/11/2021;
9788830105683;Comandante;Veronesi Sandro;BOMPIANI;FICTION;25/01/2023;ITALIANO
9788891299352;Jujutsu Kaisen. Sorcery Fight.  Vol. 6Fulmine nero.  Vol. 6;Akutami Gege;PANINI COMICS;FICTION;22/04/2021;STRANIERO
9788804747062;Narciso e Boccadoro;Hesse Hermann;MONDADORI;FICTION;05/07/2022;STRANIERO
9788845922572;Le braci;M†rai S†ndor;ADELPHI;FICTION;02/04/2008;STRANIERO
9788807493676;Inferno. La Commedia di Dante raccontata da Claudio Giunta;Giunta Claudio;FELTRINELLI;NON FICTION GENERALI;12/09/2023;
9788820728199;Analisi matematica Vol. 1;Marcellini Paolo, Sbordone Carlo;LIGUORI;NON FICTION GENERALI;01/01/2015;
9788883624551;A pió tardi!;AshbÇ Jeanne;BABALIBRI;BAMBINI/RAGAZZI;26/09/2019;
9788856689525;La danza della farfalla. La mia vita con la sclerosi multipla;Cottini Ivan;PIEMME;NON FICTION GENERALI;09/05/2023;
9788801066999;Passodopopasso. Agendum. Vol. 5;AA.VV.;ELLEDICI;NON FICTION GENERALI;09/09/2020;
9788876651809;Piano. 1ß livello;Bastien James;RUGGINENTI;NON FICTION GENERALI;26/10/2018;
9788828212621;Tagliare la corda. 9 settembre 1943. Storia di una fuga;Patricelli Marco;SOLFERINO;NON FICTION GENERALI;01/09/2023;
9788804671640;La Divina Commedia. Purgatorio;Alighieri Dante;MONDADORI;FICTION;05/10/2016;ITALIANO
9788807900495;La coscienza di Zeno;Svevo Italo;FELTRINELLI;FICTION;15/01/2014;ITALIANO
9788835147244;La valutazione che educa. Liberare insegnamento e apprendimento dalla tirannia del voto;Corsini Cristiano;FRANCO ANGELI;NON FICTION GENERALI;11/05/2023;
9788817184106;Non ä estate senza te. The summer trilogy;Han Jenny;RIZZOLI;FICTION;27/06/2023;STRANIERO
9788801067590;Passodopopasso. Agendum. Vol. 6. Connessi con Gesó e lo Spirito Santo;AA.VV.;ELLEDICI;NON FICTION GENERALI;13/09/2021;
9788806243692;Resto qui;Balzano Marco;EINAUDI;FICTION;25/02/2020;ITALIANO
9788893291149;Eroi in cittÖ. Marvel Super Hero Adventures. Primo album da colorare;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;23/06/2021;
9788856687415;Omicidio in biblioteca;Gentill Sulari;PIEMME;FICTION;03/10/2023;STRANIERO
9788820366452;Manuale di meccanica. Per gli Ist. Tecnici industriali;AA.VV.;HOEPLI;NON FICTION GENERALI;01/03/2016;
9788866324782;L'eleganza del riccio;Barbery Muriel;E/O;FICTION;30/04/2014;STRANIERO
9788892219458;Il brutto anatroccolo;Andersen Hans Christian;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;22/11/2019;
9788822752314;La cacciatrice di storie perdute;Badani Sejal;NEWTON COMPTON EDITORI;FICTION;08/04/2021;STRANIERO
9788838656484;Chimica. La natura molecolare della materia e delle sue trasformazioni;Silberberg Martin S.;MCGRAW-HILL EDUCATION;NON FICTION GENERALI;01/01/2023;
9788852241925;Scopri il tuo splendore. Elemental. Primo album da colorare;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;07/06/2023;
9788863662627;Padre ricco padre povero. Quello che i ricchi insegnano ai figli sul denaro. Con aggiornamenti per il XXI secolo e 9 nuove sessioni di studio;Kiyosaki Robert T.;GRIBAUDI;NON FICTION VARIE;08/09/2017;
9788841239995;Tarocchi magici dei gatti. 78 carte e un manuale per veri devoti dei felini;Corràa Thiago;DE VECCHI;NON FICTION VARIE;04/10/2023;
9788807881084;Il giardino dei Finzi-Contini;Bassani Giorgio;FELTRINELLI;FICTION;27/12/2012;ITALIANO
9788855065122;Io e i miei nonni;Montanari Donata;LA COCCINELLA;BAMBINI/RAGAZZI;15/09/2023;
9791221206333;Il sentiero delle conchiglie;Pellai Alberto;DE AGOSTINI;BAMBINI/RAGAZZI;03/10/2023;
9788809964747;La ragazza della luna. Le sette sorelle;Riley Lucinda;GIUNTI EDITORE;FICTION;04/01/2023;STRANIERO
9788858025192;La scienza delle verdure. La chimica del pomodoro e della cipolla;Bressanini Dario;GRIBAUDO;NON FICTION VARIE;14/11/2019;
9788823532717;La pietra del rimpianto;Indri–ason Arnaldur;GUANDA;FICTION;29/08/2023;STRANIERO
9788833710242;Vado in prima. AttivitÖ, giochi, pregrafismi, lettere e numeri;Fanti Roberta;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;23/01/2019;
9788800500869;Il Devoto-Oli junior. Il mio primo vocabolario di italiano;Devoto Giacomo;LE MONNIER;BAMBINI/RAGAZZI;01/01/2022;
9788830107298;Nero fiorentino;Doninelli Luca;BOMPIANI;FICTION;30/08/2023;ITALIANO
9788891298065;Death note Vol. 1;Obata Takeshi, Ohba Tsugumi;PANINI COMICS;FICTION;04/02/2021;STRANIERO
9788828766018;Spy x Family. Vol. 4;Endo Tatsuya;PANINI COMICS;FICTION;14/09/2023;
9788893293051;Marvel. Memo leggi e gioca. Supereroi;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;20/04/2022;
9788804765714;PokÇmon. L'enciclopedia;AA.VV.;MONDADORI;BAMBINI/RAGAZZI;25/10/2022;
9788859300434;Storia contemporanea. Dalla Grande Guerra a oggi. Nuova ediz.;Sabbatucci Giovanni, Vidotto Vittorio;LATERZA;NON FICTION GENERALI;17/01/2019;
9788804724179;La casa degli sguardi;Mencarelli Daniele;MONDADORI;FICTION;18/02/2020;ITALIANO
9788833576701;La piccinina;Montemurro Silvia;E/O;FICTION;04/10/2023;ITALIANO
9788817175821;Sussurri;Audrain Ashley;RIZZOLI;FICTION;03/10/2023;STRANIERO
9788804772880;Gli amori difficili;Calvino Italo;MONDADORI;FICTION;09/02/2023;ITALIANO
9788858046814;Cosa porto a scuola? Idee facilissime per merende creative;Cattaneo Chiara, Ramina Verdiana;GRIBAUDO;NON FICTION VARIE;29/08/2023;
9788852234859;Principesse. Special color;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;26/06/2019;
9788806219673;L'arte della gioia;Sapienza Goliarda;EINAUDI;FICTION;10/02/2014;ITALIANO
9788869209888;My Hero Academia. Vol. 3;Horikoshi Kohei;STAR COMICS;FICTION;25/08/2016;STRANIERO
9788883620034;Piccolo blu e piccolo giallo;Lionni Leo;BABALIBRI;BAMBINI/RAGAZZI;19/10/1999;
9788862580618;Posso guardare nel tuo pannolino?;Van Genechten Guido;CLAVIS;BAMBINI/RAGAZZI;19/11/2012;
9788854165519;I promessi sposi;Manzoni Alessandro;NEWTON COMPTON EDITORI;FICTION;22/05/2014;ITALIANO
9788859822424;Diritto commercialeDiritto delle societÖ Vol. 2;Campobasso Gian Franco;UTET GIURIDICA;NON FICTION GENERALI;19/10/2020;
9788845938146;Il pulcino di Kant;Vallortigara Giorgio;ADELPHI;NON FICTION GENERALI;19/09/2023;
9788822633576;Dragon Ball Super. Vol. 17;Toriyama Akira;STAR COMICS;FICTION;21/09/2022;STRANIERO
9788804776406;Il sentiero dei nidi di ragno;Calvino Italo;MONDADORI;BAMBINI/RAGAZZI;16/05/2023;
9788806219291;Lessico famigliare;Ginzburg Natalia;EINAUDI;FICTION;13/01/2014;ITALIANO
9788843099559;Analisi matematica 1. Teoria e applicazioni;AA.VV.;CAROCCI;NON FICTION GENERALI;17/10/2019;
9788807903793;Fattoria degli animali;Orwell George;FELTRINELLI;FICTION;07/01/2021;STRANIERO
9788845246425;Il mito di Sisifo;Camus Albert;BOMPIANI;NON FICTION GENERALI;11/01/2001;
9788806261078;L'aggressione russa;Littell Jonathan;EINAUDI;NON FICTION GENERALI;26/09/2023;
9788829604197;Unicorni magici. Gratta e colora;AA.VV.;EMME EDIZIONI;BAMBINI/RAGAZZI;19/09/2023;
9788831012898;La societÖ segreta dei salvaparole;Galiano Enrico;SALANI;BAMBINI/RAGAZZI;21/04/2022;
9798397442015;Manuale dell'amore. Guida alla comprensione dei diversi tipi di relazione e alla risoluzione dei problemi relazionali;Anima di Venere;INDEPENDENTLY PUBLISHED;NON FICTION VARIE;07/06/2023;
9788807897450;La banalitÖ del male. Eichmann a Gerusalemme;Arendt Hannah;FELTRINELLI;NON FICTION GENERALI;04/04/2023;
9788822762382;FinchÇ amore non ci separi;Premoli Anna;NEWTON COMPTON EDITORI;FICTION;07/04/2022;ITALIANO
9788845298752;Homo deus. Breve storia del futuro;Harari Yuval Noah;BOMPIANI;NON FICTION GENERALI;30/08/2018;
9788828763734;Jujutsu Kaisen. Sorcery Fight.  Vol. 9Dote sprecata.  Vol. 9;Akutami Gege;PANINI COMICS;FICTION;13/01/2022;STRANIERO
9788822778680;Il dio della guerra;Frediani Andrea;NEWTON COMPTON EDITORI;FICTION;05/09/2023;ITALIANO
9790041811512;Solfeggi parlati e cantati. Corso 1;Ettore Pozzoli;RICORDI LEGGERA;NON FICTION GENERALI;22/09/2017;
9788830119147;I bambini si rompono facilmente;Vecchini Silvia;BOMPIANI;FICTION;07/06/2023;ITALIANO
9788822639097;One piece. Vol. 104;Oda Eiichiro;STAR COMICS;FICTION;19/04/2023;STRANIERO
9788857013015;Oh! Un libro che fa dei suoni;Tullet HervÇ;FRANCO COSIMO PANINI;BAMBINI/RAGAZZI;28/09/2017;
9788804710387;La parola magica;Borzacchiello Paolo;MONDADORI;NON FICTION VARIE;14/05/2019;
9788859283461;Lisbona;Henriques Sandra;LONELY PLANET ITALIA;NON FICTION VARIE;19/05/2023;
9788899880996;Le tue prime parole in Italiano e in Inglese. Coloriamo. Scrivi e colora!;Giustiniani Elisa;ELISEDIZIONI;BAMBINI/RAGAZZI;01/01/2023;
9788847740976;Pinocchio. Stampatello maiuscolo;Piumini Roberto;EL;BAMBINI/RAGAZZI;04/07/2023;
9788892219502;I tre porcellini;Cima Lodovica;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;22/11/2019;
9788859266280;Istanbul;Maxwell Virginia;LONELY PLANET ITALIA;NON FICTION VARIE;30/09/2022;
9788804670339;La campana di vetro;Plath Sylvia;MONDADORI;FICTION;10/10/2016;STRANIERO
9788838945205;Un amore senza fine;Spencer Scott;SELLERIO EDITORE PALERMO;FICTION;09/05/2023;STRANIERO
9788891927507;Medioevo. Istruzioni per l'uso. Ediz. MyLab;Senatore Francesco;PEARSON;NON FICTION GENERALI;11/03/2022;
9788861844865;Letteratura italiana. Manuale per studi universitari;Alfano Giancarlo, Italia Paola, Russo Emilio;MONDADORI UNIVERSIT∑;NON FICTION GENERALI;01/06/2018;
9788811819769;Eppure cadiamo felici;Galiano Enrico;GARZANTI;FICTION;13/05/2021;ITALIANO
9788833710983;I colori. Muovi e scopri;Forni Deborah;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;05/06/2019;
9788891915665;Becker. Il mondo della cellula. Ediz. MyLab;Hardin Jeff;PEARSON;NON FICTION GENERALI;29/08/2022;
9788831743006;Odissea;Omero;MARSILIO;FICTION;20/09/2018;STRANIERO
9791259852762;Il giorno pió buono. Cucina e scienza per il nostro benessere quotidiano;Bianchi Marco;HARPERCOLLINS ITALIA;NON FICTION VARIE;05/09/2023;
9788892219410;Cappuccetto Rosso;Perrault Charles;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;22/11/2019;
9788804725398;Storie della buonanotte per bambine ribelli. 100 vite di donne straordinarie;Cavallo Francesca, Favilli Elena;MONDADORI;BAMBINI/RAGAZZI;25/02/2020;
9788804771791;Il mio primo autunno con il piccolo Bruco Maisazio;Carle Eric;MONDADORI;BAMBINI/RAGAZZI;05/09/2023;
9788811008071;Liberi come la neve;Nardi Rita;GARZANTI;FICTION;24/01/2023;ITALIANO
9788893291347;Poteri straordinari. Marvel. 5 minuti prima di dormire. In maiuscolo;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;20/09/2023;
9788806249458;La bella estate;Pavese Cesare;EINAUDI;FICTION;01/06/2021;ITALIANO
9788838945212;Colpo grosso ai Frigoriferi Milanesi;Recami Francesco;SELLERIO EDITORE PALERMO;FICTION;20/06/2023;ITALIANO
9788845934599;I baffi;Carräre Emmanuel;ADELPHI;FICTION;27/02/2020;STRANIERO
9788830313927;Autunno;Tomä Ester;SASSI;BAMBINI/RAGAZZI;30/08/2023;
9798859164431;Sclerosi multipla, La. Manuale teorico e pratico. Tutto quello che devi sapere e anche qualcosa in pió;Calabrese Massimiliano;INDEPENDENTLY PUBLISHED;NON FICTION GENERALI;28/09/2023;
9788858043028;Vegetale insieme. Le ricette di Cucina Botanica da condividere;Perego Carlotta;GRIBAUDO;NON FICTION VARIE;08/11/2022;
9788829604203;Amo i cristalli. Unicorni;AA.VV.;EMME EDIZIONI;BAMBINI/RAGAZZI;12/09/2023;
9788817179645;Niente di che;Mariti Pierluca;RIZZOLI;FICTION;19/09/2023;ITALIANO
9788822778062;Il segreto tra noi due. Misfit;Kennedy Elle;NEWTON COMPTON EDITORI;FICTION;26/09/2023;STRANIERO
9788806259563;CafÇ Royal;Balzano Marco;EINAUDI;FICTION;02/05/2023;ITALIANO
9788804773597;Il satiro scientifico. Riprodursi male. Sesso e amore apparentemente contro natura;AA.VV.;MONDADORI;NON FICTION GENERALI;16/05/2023;
9788807174001;Il libro delle emozioni;Galimberti Umberto;FELTRINELLI;NON FICTION GENERALI;16/09/2021;
9788836230839;Fondamenti di chimica generale;Demartin Francesco;EDISES;NON FICTION GENERALI;15/10/2022;
9788896985625;Le parole sono finestre (oppure muri). Introduzione alla comunicazione nonviolenta;Rosenberg Marshall Bertram;ESSERCI;NON FICTION GENERALI;01/12/2017;
9788864207506;One piece. Vol. 5;Oda Eiichiro;STAR COMICS;FICTION;01/11/2001;STRANIERO
9788859273660;Napoli;Malandrino Adriana;LONELY PLANET ITALIA;NON FICTION VARIE;04/11/2021;
9788804687535;The secret;Byrne Rhonda;MONDADORI;NON FICTION VARIE;13/03/2018;
9788892223240;Aladino;AA.VV.;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;16/11/2020;
9788804728160;Assassinio sul Nilo;Christie Agatha;MONDADORI;FICTION;13/10/2020;STRANIERO
9788830455252;L'antidoto. 15 comportamenti che avvelenano la nostra vita in rete e come evitarli;Gheno Vera;LONGANESI;NON FICTION GENERALI;29/08/2023;
9788891833839;La nostra cucina. Fatto in casa da Benedetta. Ricette e storie;Rossi Benedetta;MONDADORI ELECTA;NON FICTION VARIE;26/10/2021;
9788809961258;Il gatto zen e le quattro zampe del successo spirituale;Michie David;GIUNTI EDITORE;FICTION;27/09/2023;STRANIERO
9788833940243;Sotto l'iceberg. Presenze inconscie nella societÖ e nella storia;Zoja Luigi;BOLLATI BORINGHIERI;NON FICTION GENERALI;22/09/2023;
9788807897245;Omero, Iliade;Baricco Alessandro;FELTRINELLI;FICTION;11/10/2022;ITALIANO
9791280229755;Ti voglio felice. Il centuplo in questa vita;Francesco (Jorge Mario Bergoglio);LIBRERIA PIENOGIORNO;NON FICTION GENERALI;16/11/2022;
9788854528512;Bestie;Tate Dizz;NERI POZZA;FICTION;03/10/2023;STRANIERO
9788868367312;Mille splendidi soli;Hosseini Khaled;PIEMME;FICTION;10/06/2014;STRANIERO
9788828754220;Jujutsu Kaisen. Sorcery Fight. Vol. 1. Ryomen Sukuna;Akutami Gege;PANINI COMICS;FICTION;29/06/2023;STRANIERO
9788800746427;Storia contemporanea. Dal XIX al XXI secolo;Cammarano Fulvio, Guazzaloca Giulia, Piretti M. Serena;MONDADORI EDUCATION;NON FICTION GENERALI;01/01/2015;
9788898523986;Autunno. I libri delle stagioni;Berner Rotraut Susanne;TOPIPITTORI;BAMBINI/RAGAZZI;12/09/2018;
9781805073369;Arriva l'autunno!;Nolan Kate;USBORNE PUBLISHING;BAMBINI/RAGAZZI;19/09/2023;
9788834922118;Oshi no ko. Vol. 10;Akasaka Aka;EDIZIONI BD;FICTION;12/09/2023;STRANIERO
9788858110461;La mafia non ha vinto. Il labirinto della trattativa;Fiandaca Giovanni, Lupo Salvatore;LATERZA;NON FICTION GENERALI;20/02/2014;
9788804679820;Mortina. Una storia che ti farÖ morire dal ridere;Cantini Barbara;MONDADORI;BAMBINI/RAGAZZI;17/10/2017;
9788858023204;Non aprire questo libro ti prego!;Lee Andy;GRIBAUDO;BAMBINI/RAGAZZI;24/01/2019;
9788845937880;Che cosa fa la gente tutto il giorno?;Cameron Peter;ADELPHI;FICTION;16/05/2023;STRANIERO
9788815280374;Storia della psicologia;Legrenzi Paolo(cur.);IL MULINO;NON FICTION GENERALI;07/02/2019;
9788856686289;A ciascuno il proprio Dio;Vidotto Francesco;PIEMME;NON FICTION GENERALI;02/05/2023;
9791280176523;L'ultimo bisonte;Camilli Annalisa;LA NUOVA FRONTIERA JUNIOR;BAMBINI/RAGAZZI;01/09/2023;
9788822762986;L'ultimo segreto di Anne Frank;Van Wijk-Voskuijl Joop;NEWTON COMPTON EDITORI;NON FICTION GENERALI;03/10/2023;
9788807892158;Sostiene Pereira. Una testimonianza;Tabucchi Antonio;FELTRINELLI;FICTION;18/04/2019;ITALIANO
9788879268493;Favole al telefono;Rodari Gianni;EINAUDI RAGAZZI;BAMBINI/RAGAZZI;14/09/2010;
9788883621758;Zeb e la scorta di baci;Gay Michel;BABALIBRI;BAMBINI/RAGAZZI;11/09/2008;
9788822776600;Senza regole. Flawless;Silver Elsie;NEWTON COMPTON EDITORI;FICTION;13/06/2023;STRANIERO
9788804766353;Morgana. L'uomo ricco sono io;Murgia Michela;MONDADORI;NON FICTION GENERALI;31/01/2023;
9788832732962;Un polpo alla gola. Ediz. speciale;Zerocalcare;BAO PUBLISHING;FICTION;16/05/2019;ITALIANO
9788869421143;Io sono foglia;Mozzillo Angelo;BACCHILEGA EDITORE;BAMBINI/RAGAZZI;29/05/2020;
9788804773641;Il volto del male. Storie di efferati assassini;Nazzi Stefano;MONDADORI;NON FICTION GENERALI;09/05/2023;
9788893293181;Un team di eroi. Spidey e i suoi fantastici amici;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;13/07/2022;
9788804776352;Il barone rampante;Calvino Italo;MONDADORI;BAMBINI/RAGAZZI;16/05/2023;
9788847740990;La volpe e l'uva. Stampatello maiuscolo;Piumini Roberto;EL;BAMBINI/RAGAZZI;04/07/2023;
9788817184205;Sparire qui. Un viaggio nel cuore degli Stati Uniti attraverso incontri, pagine di letteratura e sogni americani;Ciccolari Micaldi Marta;RIZZOLI;NON FICTION GENERALI;29/08/2023;
9788822770967;A cena con l'assassino;Benedict Alexandra;NEWTON COMPTON EDITORI;FICTION;31/10/2022;STRANIERO
9788885603608;Sulle note di noi due;Cole Tillie;ALWAYS PUBLISHING;FICTION;14/05/2020;STRANIERO
9788856672848;Il piccolo libro delle emozioni;Stilton Geronimo;PIEMME;BAMBINI/RAGAZZI;13/10/2020;
9788864202051;One piece. New edition. Vol. 19;Oda Eiichiro;STAR COMICS;FICTION;19/08/2009;STRANIERO
9788807881336;Ogni mattina a Jenin;Abulhawa Susan;FELTRINELLI;FICTION;24/01/2013;STRANIERO
9788804668428;Il Maestro e Margherita;Bulgakov Michail;MONDADORI;FICTION;30/05/2016;STRANIERO
9788892223165;I musicanti di Brema e...;AA.VV.;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;16/11/2020;
9791281368064;Re di spade e sangue. King of battle and blood;St. Clair Scarlett;LIBRERIA PIENOGIORNO;FICTION;23/08/2023;STRANIERO
9788804753339;Sulle tracce di Jack Lo Squartatore;Maniscalco Kerri;MONDADORI;FICTION;01/03/2023;STRANIERO
9788831004114;Viola e il Blu;Bussola Matteo;SALANI;BAMBINI/RAGAZZI;25/03/2021;
9788858043752;Non aprire questo libro? o peggio per te!;Lee Andy;GRIBAUDO;BAMBINI/RAGAZZI;06/01/2023;
9788829004423;Storia greca;Bettalli Marco;CAROCCI;NON FICTION GENERALI;21/01/2021;
9788883622601;Zeb e la scorta di baci;Gay Michel;BABALIBRI;BAMBINI/RAGAZZI;22/03/2012;
9788804772163;Boyfriend material. Ediz. italiana;Hall Alexis;MONDADORI;FICTION;12/09/2023;ITALIANO
9788829603787;Il piano geniale di Oliver lo scheletro. Stampatello minuscolo;Campello Giuditta;EMME EDIZIONI;BAMBINI/RAGAZZI;04/04/2023;
9788820073282;Di troppo amore. Fuori dal labirinto della dipendenza affettiva;Canovi Ameya Gabriella;SPERLING & KUPFER;NON FICTION GENERALI;10/05/2022;
9788809973503;Il libro pop-up dei dinosauri;Pellegrino Francesca;GIUNTI EDITORE;BAMBINI/RAGAZZI;27/09/2023;
9788863885095;L'enigmistica musicale. Corso di teoria musicale per bambini con giochi e quiz. Vol. 1;Vacca Maria;VOLONT‘ & CO;NON FICTION GENERALI;01/02/2016;
9788808820235;Stechiometria. Un avvio allo studio della chimica;Bertini Ivano;CEA;NON FICTION GENERALI;01/01/2020;
9788806220457;Delitto e castigo;Dostoevskij Fâdor;EINAUDI;FICTION;03/06/2014;STRANIERO
